IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,FRA,France,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,14.02,,,,,,14.02,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MUS,Mauritius,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-29  years,YEARS15-29,,,,,,,14.04,,,,,,14.04,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISL,Iceland,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-29  years,YEARS15-29,,,,,,,14.06,,,,,,14.06,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,LUX,Luxembourg,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,14.1,,,,,,14.1,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,IND,India,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,14.16,,,,,,14.16,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,14.18,,,,,,14.18,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,NAM,Namibia,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,14.21,,,,,,14.21,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,14.28,,,,,,14.28,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,ZMB,Zambia,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,14.37,,,,,,14.37,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,14.4,,,,,,14.4,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,AUT,Austria,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,14.43,,,,,,14.43,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,BDI,Burundi,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,14.47,,,,,,14.47,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,NOR,Norway,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,14.47,,,,,,14.47,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CZE,Czechia,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,14.57,,,,,,14.57,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SWE,Sweden,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-29  years,YEARS15-29,,,,,,,14.57,,,,,,14.57,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,CAN,Canada,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,14.6,,,,,,14.6,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-29  years,YEARS15-29,,,,,,,14.74,,,,,,14.74,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,HUN,Hungary,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,14.79,,,,,,14.79,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,14.84,,,,,,14.84,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,CMR,Cameroon,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,14.92,,,,,,14.92,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CHE,Switzerland,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,14.94,,,,,,14.94,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,FJI,Fiji,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-29  years,YEARS15-29,,,,,,,14.96,,,,,,14.96,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,SGP,Singapore,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,14.96,,,,,,14.96,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,LVA,Latvia,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-29  years,YEARS15-29,,,,,,,14.97,,,,,,14.97,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,PRT,Portugal,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,14.97,,,,,,14.97,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,SWZ,Eswatini,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,141.8,,,,,,141.8,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,TKM,Turkmenistan,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,15.09,,,,,,15.09,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,KEN,Kenya,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,15.11,,,,,,15.11,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,SYC,Seychelles,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,15.18,,,,,,15.18,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,IRL,Ireland,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,15.23,,,,,,15.23,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,DNK,Denmark,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,15.31,,,,,,15.31,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,GHA,Ghana,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,15.32,,,,,,15.32,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,15.47,,,,,,15.47,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SRB,Serbia,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,15.47,,,,,,15.47,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,UKR,Ukraine,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-29  years,YEARS15-29,,,,,,,15.64,,,,,,15.64,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,IND,India,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-29  years,YEARS15-29,,,,,,,15.72,,,,,,15.72,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ARG,Argentina,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,15.84,,,,,,15.84,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,EST,Estonia,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-29  years,YEARS15-29,,,,,,,15.86,,,,,,15.86,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,15.88,,,,,,15.88,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,AGO,Angola,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,15.89,,,,,,15.89,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MLT,Malta,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,15.89,,,,,,15.89,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,FJI,Fiji,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,15.93,,,,,,15.93,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISL,Iceland,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,16.04,,,,,,16.04,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,SUR,Suriname,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,16.25,,,,,,16.25,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,DEU,Germany,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,16.29,,,,,,16.29,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,GAB,Gabon,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,16.32,,,,,,16.32,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ROU,Romania,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,16.38,,,,,,16.38,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,16.39,,,,,,16.39,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,HTI,Haiti,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,16.46,,,,,,16.46,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,TCD,Chad,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,16.47,,,,,,16.47,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MDA,Republic of Moldova,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,16.49,,,,,,16.49,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GTM,Guatemala,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,16.5,,,,,,16.5,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,ERI,Eritrea,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,16.54,,,,,,16.54,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,CPV,Cabo Verde,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,16.61,,,,,,16.61,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,UZB,Uzbekistan,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,16.79,,,,,,16.79,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,16.8,,,,,,16.8,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MDA,Republic of Moldova,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,16.83,,,,,,16.83,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,16.84,,,,,,16.84,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,LTU,Lithuania,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-29  years,YEARS15-29,,,,,,,16.84,,,,,,16.84,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,POL,Poland,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,16.87,,,,,,16.87,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,JPN,Japan,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,16.88,,,,,,16.88,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-29  years,YEARS15-29,,,,,,,16.88,,,,,,16.88,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SWE,Sweden,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,16.9,,,,,,16.9,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,THA,Thailand,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,16.93,,,,,,16.93,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,LSO,Lesotho,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,165.2,,,,,,165.2,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,17.03,,,,,,17.03,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,17.04,,,,,,17.04,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,EST,Estonia,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,17.24,,,,,,17.24,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,CRI,Costa Rica,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,17.31,,,,,,17.31,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,NAM,Namibia,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,17.39,,,,,,17.39,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,AUS,Australia,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,17.41,,,,,,17.41,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,17.41,,,,,,17.41,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,IND,India,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,17.47,,,,,,17.47,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,SGP,Singapore,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,17.48,,,,,,17.48,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,IND,India,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,17.49,,,,,,17.49,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SVN,Slovenia,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,17.58,,,,,,17.58,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,17.69,,,,,,17.69,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,USA,United States of America,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-29  years,YEARS15-29,,,,,,,17.72,,,,,,17.72,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,WSM,Samoa,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,17.75,,,,,,17.75,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,17.77,,,,,,17.77,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,KAZ,Kazakhstan,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-29  years,YEARS15-29,,,,,,,17.84,,,,,,17.84,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,GIN,Guinea,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,17.9,,,,,,17.9,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,17.9,,,,,,17.9,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,FIN,Finland,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,17.92,,,,,,17.92,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,BLR,Belarus,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,17.95,,,,,,17.95,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ECU,Ecuador,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,17.96,,,,,,17.96,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ARG,Argentina,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,17.98,,,,,,17.98,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SVN,Slovenia,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,18.01,,,,,,18.01,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GEO,Georgia,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,18.02,,,,,,18.02,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,NLD,Netherlands,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,18.05,,,,,,18.05,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,18.05,,,,,,18.05,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MNE,Montenegro,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,18.07,,,,,,18.07,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,18.15,,,,,,18.15,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MNE,Montenegro,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,18.39,,,,,,18.39,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,FJI,Fiji,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,18.4,,,,,,18.4,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,LCA,Saint Lucia,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,18.45,,,,,,18.45,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,FIN,Finland,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-29  years,YEARS15-29,,,,,,,18.47,,,,,,18.47,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,AUS,Australia,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,18.55,,,,,,18.55,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,SLV,El Salvador,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,18.59,,,,,,18.59,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,BEN,Benin,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,18.66,,,,,,18.66,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,CAN,Canada,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,18.81,,,,,,18.81,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,CUB,Cuba,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,19.08,,,,,,19.08,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,BFA,Burkina Faso,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,19.09,,,,,,19.09,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,CRI,Costa Rica,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,19.09,,,,,,19.09,,,EN,2021-07-16T07:00:00.000Z
